Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,3.192786112,3.132671262,3.053703879,2.973797318,2.918533244,2.890216535,2.854688616,2.801713647,2.748789797,2.696855606,2.649505035,2.611040776,2.582787333,2.563684168,2.552883256,2.578541371,2.62573519,2.639081864,2.631565784,2.62885402,2.628432304,2.629001576,2.630163956,2.630488677,2.628081363,2.620572906,2.606409889,2.584655138,2.556748246,2.526093602,2.49638022,2.470669993,2.451329247,2.442970746,2.450320944,2.478661829,2.508670994,2.514991747,2.566999312,2.705253659,2.888028012,3.092088515,3.294448137,3.474085258,3.618219753,3.728956846,3.814388816,3.882965297,3.944488264,4.006131296,4.07232305,4.145674534,4.227857979,4.320873446,4.423771347,4.531498049,4.639083268,4.741993136,4.837425477,4.925105839,5.006458824,5.084169421,5.160864067
"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,4.141673673,4.070690219,3.990132987,3.925588842,3.899140911,3.911637458,3.931651828,3.94918962,3.976025405,4.004189558,4.02554751,4.038670514,4.044039461,4.040978414,4.029563424,3.987255469,3.908216026,3.830935246,3.760133185,3.682712988,3.603782183,3.529246145,3.465859684,3.42005324,3.397450573,3.402578116,3.439641084,3.506477881,3.60110936,3.722241788,3.864260162,4.019309871,4.178719473,4.338054999,4.493469372,4.644387218,4.744067922,4.75815347,4.790901565,4.882117733,4.983751962,5.097549132,5.225867084,5.368414072,5.52172955,5.678923454,5.83284553,5.976186504,6.10287777,6.211150586,6.303347067,6.382852483,6.451250857,6.511665964,6.567523636,6.623005829,6.681049596,6.747690537,6.834756982,6.946170142,7.079131227,7.22325588,7.359881114
"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,5.783182242,5.800554123,5.838497488,5.849595856,5.839318773,5.815497069,5.767963374,5.697920497,5.620432896,5.535774594,5.439478842,5.327609092,5.213952783,5.117969435,5.045705276,4.954284719,4.866872113,4.889009283,5.007951149,5.159897546,5.33062643,5.510351157,5.691781426,5.868743536,6.036262342,6.19003956,6.328656645,6.439464187,6.52328357,6.595455692,6.663691945,6.735119505,6.816960332,6.915150856,7.026358564,7.148134577,7.210490043,7.22587694,7.324513435,7.483662758,7.631650578,7.768129323,7.894549185,8.010368063,8.117084191,8.21407729,8.308597136,8.410466043,8.526385351,8.660275549,8.805303021,8.950721759,9.07765773,9.165452443,9.20106031,9.180057574,9.105910454,8.986138153,8.828968548,8.64308445,8.43907957,8.224442958,8.005174472
"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,8.084012481,7.942639497,7.790101701,7.620423111,7.453310903,7.305368898,7.250207478,7.297101587,7.399244316,7.564443735,7.796002708,8.102797658,8.47481263,8.864440135,9.216143117,9.232777244,8.92701303,8.82548036,8.934582708,9.019958166,9.085758535,9.144662432,9.214027364,9.301535058,9.401540071,9.501338431,9.589997444,9.645920028,9.671907455,9.692829557,9.721064886,9.760514821,9.807376904,9.861309318,9.917571972,9.982578073,10.02581483,10.09004831,10.23802451,10.43637489,10.65810845,10.8841199,11.09173111,11.25056963,11.34132727,11.35078413,11.28909854,11.16865204,10.98772642,10.75663008,10.48294677,10.18142054,9.867621802,9.546060767,9.214874021,8.863546728,8.486672477,8.092866322,7.653367429,7.202424444,6.830587199,6.547266412,6.339337959
"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,50.56484883,50.03807087,49.57085616,49.09738095,48.73891022,48.55194468,48.52538054,48.62975755,48.83511776,49.08357231,49.31512967,49.5159463,49.7080381,49.9188394,50.16744207,49.96490381,49.2642197,49.04446021,49.35966183,49.71447744,50.06939641,50.41598803,50.76697529,51.13142028,51.51808147,51.92883426,52.37271872,52.80369558,53.23027261,53.70286621,54.22458829,54.74885826,55.23976923,55.75780868,56.34620984,57.07202579,57.9168863,58.79467127,59.79318382,60.9021902,61.99457033,63.03929597,64.01926995,64.90712589,65.68440523,66.32395925,66.852856,67.29283658,67.61333406,67.80981137,67.87169531,67.79330802,67.57412834,67.18627677,66.66820124,66.09744767,65.50448357,64.91815815,64.38202311,63.93069593,63.59746494,63.37582506,63.24532758
"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,9.382399521,9.325725711,9.229445494,9.163190966,9.171949512,9.284419899,9.571697862,10.00222926,10.45244281,10.86013585,11.17023049,11.3524651,11.41921335,11.42147695,11.41664992,11.24366213,10.92248632,10.82939191,10.94574099,11.07065416,11.18428553,11.27167095,11.32495276,11.34445737,11.34087726,11.32680786,11.31442064,11.31078754,11.31684367,11.32812464,11.34315441,11.32436276,11.25823079,11.1983154,11.1824523,11.239603,11.51191858,11.93123835,12.20066135,12.30623377,12.34040291,12.30348197,12.20125797,12.03822562,11.82092875,11.55639013,11.25892129,10.94453228,10.61369418,10.26390264,9.886837434,9.476500306,9.03997083,8.54641671,8.034725513,7.597530636,7.250091316,6.986759536,6.865738693,6.880184188,6.965126734,7.113175729,7.321125065
"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,15.73305399,15.69557834,15.56881722,15.41980733,15.24444838,15.16295621,15.29158757,15.56286088,15.8463559,16.06177372,16.09754697,15.92292484,15.63396126,15.30565709,14.99515702,15.04908581,15.50382201,15.77045159,15.77454952,15.74250842,15.66938854,15.5118639,15.26872596,15.01735745,14.80709247,14.66570681,14.63557019,14.72061798,14.84059114,14.92206669,14.936251,14.85011082,14.65431835,14.36687771,14.01821504,13.61928485,13.19434793,12.77423753,12.38849599,12.02544798,11.63536043,11.21062326,10.75818847,10.2334316,9.676499274,9.206243021,8.831237464,8.538238137,8.405345973,8.424321683,8.511362913,8.661826403,8.878112989,9.139140043,9.413575826,9.680816001,9.928037437,10.1593853,10.35044512,10.49303065,10.6143323,10.70471565,10.73282963
"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,46.39462665,46.83619616,47.12302958,47.42744546,47.64743202,47.72163521,47.74662754,47.74389324,47.6406287,47.49550407,47.36669254,47.26434787,47.16465492,47.04025567,46.87434363,47.04853169,47.59039326,47.75562981,47.51041664,47.22659703,46.94028192,46.6575642,46.36210726,46.04215802,45.68618376,45.29240094,44.85470304,44.42060219,43.97815056,43.48240826,42.93638592,42.38555153,41.86799861,41.32172971,40.70210915,39.94493975,38.89725625,37.63446252,36.39926614,35.2130117,34.04604973,32.92790111,31.8745375,30.91350084,30.0672108,29.3637412,28.78106364,28.3039842,27.96132447,27.75085536,27.67418768,27.72923124,27.91108997,28.23610643,28.65558425,29.09241765,29.52513348,29.93917485,30.29536944,30.55917012,30.73505575,30.80296191,30.73446989
"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,19.06892197,19.08276173,19.17863846,19.36290243,19.57149918,19.61837047,19.40482,19.04812238,18.65189798,18.28385725,18.06038116,17.98254159,17.94245016,17.90962887,17.8854934,18.21728296,18.69111138,18.66735556,18.35305947,18.07459038,17.86069882,17.75235067,17.72978515,17.7046507,17.62146765,17.45223996,17.17639115,16.81938771,16.39174848,15.89946941,15.34929532,14.79507947,14.3090029,13.87446087,13.45752534,13.00455457,12.38644174,11.68716035,11.04471527,10.44863043,9.94506505,9.552887845,9.262966896,9.149491939,9.202510607,9.333965076,9.532598323,9.797249255,10.10714119,10.42623393,10.73416328,11.01606795,11.27252354,11.47591553,11.61656914,11.71685102,11.77236619,11.75980989,11.68301915,11.54323756,11.33021455,11.04958234,10.7087878
Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,35.70734,35.254962,33.673484,35.151926,34.796774,34.520542,33.900443,33.731355,33.551497,33.573254,33.96211,34.622374,35.582208,36.447882,38.180646,39.455968,41.016455,43.130166,45.017722,47.46947,50.238194,53.662349,57.341551,60.436732,63.339001,66.258512,68.968141,69.362046,70.455048,70.822967,71.620943,72.552099,73.163027,73.08521,73.105566,73.823267,75.414062,76.374734,77.02853,77.432869,78.3963,78.906033,79.53538,79.119353,80.13037,80.605999,81.134565,81.727481,82.294877,83.453447,83.579581,84.164436,84.59492,85.168847,86.038809,86.476312,86.482094,86.528722,86.97482,87.58892,85.163215,87.70347,
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,43.608,43.467,42.569,43.476,43.357,43.279,43.042,43.043,43.075,43.235,43.625,44.156,44.885,45.6,46.74,47.693,48.781,50.136,51.386,52.923,54.629,56.81,59.171,61.288,63.268,65.195,66.913,67.239,67.901,68.102,68.517,69.007,69.307,69.202,69.169,69.518,70.4,70.925,71.262,71.414,71.949,72.197,72.559,72.25,72.812,73.075,73.379,73.735,74.071,74.864,74.873,75.236,75.478,75.84,76.467,76.824,76.803,76.821,77.205,77.76,75.912,77.959,
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8,,,,,50.7,,,56.9,,,,,64,,57,,,,61.4,,,,,,,57.1,,,,,,53.6,,,
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,585.748,585.925,617.179,461.11,464.704,466.74,470.159,470.6,470.467,471.322,467.727,462.344,454.74,445.929,437.377,426.171,415.306,401.958,389.545,373.304,357.691,336.287,313.904,291.68,265.398,244.692,230.092,220.773,199.963,201.13,198.029,197.356,199.727,199.93,214.589,213.963,187.98,183.983,181.296,164.327,159.175,152.528,147.159,143.015,138.371,134.892,132.766,131.201,127.462,121.076,117.447,115.023,116.076,111.636,107.89,101.649,99.763,100.076,97.97,95.854,114.976,95.798,
Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,12.7,11.4,9.3,6.9,6.2,5.6,
Regulatory Quality: Standard Error,RQ.STD.ERR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.311746508,,0.332756311,,0.307668597,,0.231155306,0.190169275,0.195534751,0.166823417,0.197151124,0.206279173,0.214288801,0.200767994,0.204706118,0.203395844,0.225563601,0.222486019,0.231222689,0.224193543,0.231806561,0.223564833,0.223171577,0.220875323,0.247676745,0.223367989,0.228334546
Regulatory Quality: Number of Sources,RQ.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,4,,4,,5,6,7,7,8,8,7,7,7,7,7,7,7,7,7,7,7,7,5,6,6
"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.522613049,,3.5,,2.98507452,,18.9054718,20.39801025,19.23077011,15.31100464,14.35406685,13.39712906,15.38461494,14.21800995,13.74407578,13.14554024,14.08450699,17.8403759,11.05769253,8.095237732,9.523809433,9.523809433,13.80952358,11.4285717,14.28571415,13.33333302,13.20754719
Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,314.6932499,349.5884632,365.6896977,383.5387101,417.8247535,450.1262108,415.6196318,367.6781777,304.2329043,260.9664601,221.1101703,131.8765398,135.2433642,162.2302921,140.0789464,117.4272854,119.6548368,129.1712005,135.5486565,125.3133491,119.4115648,123.2009577,114.2314227,103.0815458,103.5142164,101.7361088,101.3098107,99.92112513,102.2416196,100.2757375,100,99.12331394,103.9100292,101.7983919,102.9246543,96.57372713,95.5856443,97.80458562,93.51782685,95.45092856,91.22447268,86.80365744,92.18282036
Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.319149017,,4.787233829,,10.05290985,,6.878306866,5.527637959,10.67961121,20.38834953,15.942029,14.00966167,14.90384579,13.27014256,11.84834099,10.42654037,9.478672981,12.79620838,9.523809433,11.90476227,12.38095284,15.71428585,17.92452812,13.20754719,17.92452812,15.56603813,19.3396225
Coverage of social insurance programs in 4th quintile (% of population),per_si_allsi.cov_q4_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage of social safety net programs in 4th quintile (% of population),per_sa_allsa.cov_q4_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage of unemployment benefits and ALMP in 4th quintile (% of population),per_lm_alllm.cov_q4_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage of unemployment benefits and ALMP (% of population),per_lm_alllm.cov_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),per_allsp.ben_q1_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.123086065,4.64583926,5.538278888,6.147129674,7.768676207,9.783581726,11.91561329,12.5338033,12.00622477,13.12470329,15.74442721,15.32463603,15.28870749,16.24182053,17.75445686,19.99055656,21.43743171,22.20824407,25.12654497,22.17985382,25.44939335,29.4758873,32.59322739,33.43034744,34.03952408,35.01082993,37.15582657,38.85575104,40.50749388,39.60576883,37.13066627,41.06596769,46.61998791
Net secondary income (Net current transfers from abroad) (constant LCU),NY.TRF.NCTR.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3076966400,2589198080,4043295488,6189664256,7483274240,6131318275,4602826210,5213202441,4770526370,-17704632044,,,,,,,,,,,,,
Taxes less subsidies on products (current LCU),NY.TAX.NIND.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.262E+11,2.67826E+11,3.02912E+11,3.77502E+11,4.03071E+11,4.46179E+11,4.94018E+11,4.91535E+11,5.32454E+11,6.53929E+11,7.15824E+11,7.47689E+11,8.54636E+11,1.07751E+12,1.23965E+12,1.2421E+12,1.35374E+12,1.39561E+12,1.4775E+12,1.5439E+12,1.6193E+12,1.4806E+12,1.604E+12,1.7746E+12
Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,497921981.9,537381072.9,201671419.8,61304845.39,459200.4148,-81019878.23,-121529817.3,-81019878.23,-60764908.67,0,-121529817.3,-40711324.55,-22318862.9,-75709874.71,-71757459.79,-177241753.7,-312212929.2,-1170794148,-1265790867,-1706084733,-1868688843,-2000320682,-1989246094,-1791889409,-1678982617,-1544214169,-1692995177,-1898863898,-2498830470,-2046511310,-2267929875,-2547627264,-2159992558,-1749969482,-1734851792,-2190012424,-2560003058,-2219988459,-2000001430,-2290004300,-2710007490,-1605982857,-2226390184,-2518755255,-3600552868,-5092082423,-4525124687,-1835035300,-1335169736,-1405280521,-445648476.5,-2043588241,-2647532596,-4154688768,-4935627348,-4312025235,-1560162783,-2538040396,-4403810796,-4199271546,-2944261095,-2899985488,-4055294143
Gross savings (current US$),NY.GNS.ICTR.CD,,,,,,,,,,,,,,,,,,6610463887,8958874858,12187840995,16673572555,16358699274,16065311840,17824714292,16441267314,17033099905,13872101488,14248181176,10031000263,9731542050,14877797618,14747567479,,,,,,,,,,,,,,53515358998,63863774964,76858477448,98177979894,64771273006,80328236162,97060501732,99886364220,95557028122,92578164865,60562370260,59826108853,65871876757,70226831132,64606676414,48027974837,61498907319,85556088083
GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG,,-11.97954731,-25.99187694,21.31834348,1.897237602,1.946228319,-7.903491978,8.912681365,9.28973177,7.37777436,4.630025351,-12.34993543,25.01949974,1.018735184,5.055448731,0.810164158,2.811609566,-1.779235927,6.947222014,3.852908338,-2.328913929,-0.624881532,3.382776941,2.629397836,2.772299093,0.647030188,-2.547331213,-3.620975207,-4.525110667,2.090230446,-1.721367101,-4.834047632,0.378138676,-3.541205253,-3.363021703,1.130732448,2.12953945,-0.019822617,3.97947401,1.367399956,1.582591764,3.136005421,3.456382667,5.816275662,2.326665642,3.401830658,0.917614533,4.123535134,1.172489735,-0.333876254,2.307968744,0.232264028,1.117131991,0.133466776,1.542243881,1.641727813,2.558215529,-1.150096707,-1.677847331,-0.738069134,-6.329858516,1.769938217,1.004064114
"GNI, PPP (constant 2017 international $)",NY.GNP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19271E+11,2.13707E+11,2.19558E+11,2.16582E+11,2.13756E+11,2.20359E+11,2.29056E+11,2.32893E+11,2.45847E+11,2.52718E+11,2.60343E+11,2.72227E+11,2.85461E+11,3.06182E+11,3.17746E+11,3.33068E+11,3.41004E+11,3.60892E+11,3.71417E+11,3.76885E+11,3.92818E+11,4.01276E+11,4.1372E+11,4.225E+11,4.37591E+11,4.5376E+11,4.74738E+11,4.78553E+11,4.79565E+11,4.84862E+11,4.62108E+11,4.78148E+11,4.90877E+11
GNI (constant 2015 US$),NY.GNP.MKTP.KD,27376855914,24529298161,18434857229,22727901808,23564741747,24422121645,22913616494,25517191501,28523089056,31324108242,33515129292,30045399598,38439700960,39763700136,42811137932,44784462342,48315324517,49278140642,54234751624,58031208770,58465550527,59997610775,64106609007,68035780306,72327095985,75310921583,75878328626,75379275802,73972731277,77532796550,78122503771,76140227016,78224938740,77164378553,76157737135,78510391717,81608710805,82975829757,87591014492,90039103893,92755682440,96989880280,1.01705E+11,1.09088E+11,1.13208E+11,1.18667E+11,1.21494E+11,1.2858E+11,1.3233E+11,1.34278E+11,1.39954E+11,1.42968E+11,1.47402E+11,1.5053E+11,1.55906E+11,1.61667E+11,1.69141E+11,1.705E+11,1.70861E+11,1.72748E+11,1.64641E+11,1.70356E+11,1.74891E+11
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,2182642268,2777609806,2918156886,3079268959,2957502180,3345604630,3857859683,4366195613,4799676985,4690937556,6664505165,8365698868,11506739459,15141027321,18096786577,19366617870,23906068088,30659334370,38178434398,43584477098,46265793731,46315260913,49362386616,53939863444,59892521586,66741072177,67132937411,64005058345,60956936668,52339256934,51382865918,47747265135,45725016808,44716411764,44343256241,44788278219,46561983708,47002807984,49486762889,52500426694,55121955122,62212393756,73519917847,89834374138,1.04552E+11,1.23031E+11,1.46342E+11,1.51465E+11,1.60972E+11,1.68561E+11,1.94405E+11,2.10382E+11,2.13658E+11,1.92785E+11,1.7738E+11,1.6329E+11,1.68085E+11,1.72767E+11,1.56902E+11,1.62524E+11,1.76171E+11
Gross domestic savings (current US$),NY.GDS.TOTL.CD,470242006.4,680155112.6,657298452.9,471284712,525654012.7,607648985.4,567139147.6,850708822.7,1033003508,1195043265,1438102899,1323118414,1964059935,2977922395,5716677677,5621095744,6964750824,7499833388,9909478756,13572899412,18241280277,18049923745,17725738906,19378548238,17939649434,18198818509,14801217868,15629697930,12139113713,11237346459,16812710778,17079094110,15460653423,13852830876,11298257652,11738731789,14783849919,15424389278,13112252408,15379595975,24570757517,22726442048,23003988359,30344334371,40676822008,56540441421,66777899651,76488381121,96804534644,63522426406,78109336809,96316587637,99374967491,96920541425,94304359657,62124657616,58567772959,65464937301,71237068951,65799462803,48718693010,62448728162,87656623060
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6974.07638,6955.544827,7075.760231,6934.260301,6872.209302,7144.5735,7441.30154,7525.305678,7878.206579,8130.387872,8510.359279,8840.674166,9354.221725,10088.08677,10653.34303,11478.02805,11861.16606,12392.50592,12714.16166,12768.99372,13141.12026,13543.59872,13347.3628,13104.7371,13058.12457,12071.81418,11685.45142,11809.48303,12007.77471,12120.40637,11452.22662,12170.19378,13226.78957
GDP per capita (current LCU),NY.GDP.PCAP.CN,1180.120292,1036.373701,838.9398604,1114.903633,1179.354056,1250.602023,1189.844157,1290.380779,1441.764616,1557.948994,1740.480722,1767.674242,2099.655603,2333.542065,3644.49131,3907.517273,4473.635418,5075.598558,5929.849781,7051.082323,8671.57927,9890.779313,10379.94982,11299.62022,12508.4548,13161.40001,13088.57502,13724.18437,14416.52251,17007.16715,21780.64076,32314.34323,39187.5335,42625.79726,53387.9689,69899.51873,88667.67154,94320.70116,94587.51897,106708.9285,133990.7322,135480.1138,143013.9597,163848.8948,189144.3193,229452.1689,254272.9373,275215.796,319462.9546,283214.4142,334433.5385,399209.5895,435033.6306,438095.9145,444492.3459,422644.2332,434182.6063,458866.3326,486404.8607,480038.013,425228.8048,499780.7844,616632.7697
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77965E+11,1.81776E+11,1.89265E+11,1.89682E+11,1.91989E+11,2.03463E+11,2.15683E+11,2.21816E+11,2.35753E+11,2.46725E+11,2.61903E+11,2.75838E+11,2.95824E+11,3.23383E+11,3.46342E+11,3.78278E+11,3.96579E+11,4.21145E+11,4.39523E+11,4.49418E+11,4.71193E+11,4.94931E+11,4.9733E+11,4.97988E+11,5.06135E+11,4.77358E+11,4.71383E+11,4.85801E+11,5.0345E+11,5.17606E+11,4.97618E+11,5.37654E+11,5.93926E+11
GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.558E+11,8.445E+11,1.0482E+12,1.166E+12,1.4915E+12,1.9906E+12,2.57E+12,2.7802E+12,2.8305E+12,3.2382E+12,4.12351E+12,4.22711E+12,4.52277E+12,5.25232E+12,6.14912E+12,7.56198E+12,8.50164E+12,9.35289E+12,1.10437E+13,9.96803E+12,1.19916E+13,1.45885E+13,1.62096E+13,1.66479E+13,1.72286E+13,1.67127E+13,1.75146E+13,1.88762E+13,2.03935E+13,2.05002E+13,1.84769E+13,2.20793E+13,2.76888E+13
Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,0.199223996,0.189707132,0.154858921,0.165452928,0.125845739,0.135845274,0.095830499,0.132942039,0.136871548,0.105883144,0.095138518,0.091780554,0.204362539,0.130807531,0.12049158,0.044938527,0.10855493,0.106801486,0.124811831,0.135633896,0.126116871,0.178402997,0.150325589,0.113882419,0.140697102,0.215148155,0.201542387,0.19799698,0.26998679,0.140727866,0.099962905,0.116874087,0.123619967,0.140198543,0.108610418,0.088754205,0.096423067,0.078688423,0.109835294,0.134510356,0.137192681,0.127015929,0.140154451,0.116859439,0.184124603,0.216908795,0.175229379,0.206967228,0.104094348,0.142246578,0.1554571,0.129189496,
Gross value added at basic prices (GVA) (current US$),NY.GDP.FCST.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45240193695,51231712147,50821730658,52022742932,62655876560,79140861997,96456360765,1.10261E+11,1.27293E+11,1.60875E+11,1.27358E+11,1.51156E+11,1.88296E+11,1.95162E+11,1.94136E+11,1.98395E+11,1.52535E+11,1.47282E+11,1.56783E+11,1.61671E+11,1.58195E+11,1.34065E+11,1.51597E+11,1.82503E+11
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.518481232,0.53648145,0.549095626,0.552111984,0.561471291,0.569900836,0.580260577,0.587873833,0.60634516,0.617993563,0.6485252,0.759760008,0.724761959,0.794539226,1.183041817,1.253007172,1.388840576,1.554488972,1.711261067,1.950629492,2.455102047,2.807507382,2.861967248,3.056718277,3.314506783,3.479321508,3.563011133,3.878053305,4.229442299,4.906634103,6.391361884,9.829186229,11.98434486,13.6171429,17.57668768,22.59958432,28.02843478,29.99097543,29.05193139,32.20590676,39.50956526,39.3225262,39.84175179,43.16086201,48.44704553,56.25930139,62.19280353,66.17024307,76.30129173,67.78483497,78.71173742,93.05932256,100,99.90669562,99.60639564,93.17615495,94.61934229,100.6661377,107.4683654,106.9610358,101.5851902,117.399447,142.6609728
Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,9.18669E+11,9.34722E+11,3.24316E+11,5.41536E+11,5.81277E+11,5.49809E+11,6.2746E+11,6.24417E+11,6.55263E+11,7.00662E+11,7.04687E+11,5.73235E+11,7.96133E+11,1.01459E+12,1.85185E+12,1.54844E+12,1.67867E+12,1.67215E+12,1.56478E+12,2.13581E+12,2.63625E+12,3.03424E+12,2.83969E+12,3.06234E+12,2.7132E+12,2.70194E+12,1.32572E+12,1.3208E+12,1.20874E+12,1.34516E+12,1.74498E+12,1.8802E+12,1.69082E+12,1.4001E+12,1.36454E+12,1.45397E+12,1.73433E+12,2.06968E+12,1.53745E+12,1.92686E+12,3.44566E+12,3.05299E+12,3.12675E+12,3.80025E+12,4.16762E+12,5.56802E+12,6.22835E+12,5.92335E+12,6.0349E+12,4.00824E+12,5.2089E+12,5.49188E+12,5.97981E+12,5.54396E+12,5.25338E+12,3.73108E+12,3.40376E+12,3.67665E+12,4.10239E+12,3.70907E+12,2.50244E+12,3.86679E+12,5.70446E+12
"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5124870779,7730172194,,,,,,,,,,,,,,26308301762,32223377606,42281052800,54840886566,36450935591,47753766126,54178319767,58909119137,55610936380,50691572868,32942554476,35355666548,36688335914,35099851988,31081026973,19749419221,24564420029,
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,,,,,,,,,,,,4.368556577,10.7080884,-2.95185439,12.60320204,1.418047264,5.035555131,5.417228548,10.83569651,-8.107227727,30.71748399,17.30258109,5.812752608,6.714325472,2.202410051,4.247149396,-8.803824084,-11.39212638,-4.428096264,3.578720848,0.270401661,-1.060643085,-0.063968849,-7.325228716,-0.290095794,-0.42684589,1.42213523,3.192351549,3.279035676,0.685824698,19.35077683,6.134517856,3.691169439,9.472508235,5.202279455,10.7195492,10.11254978,8.95556616,6.89584883,-2.960661174,16.21179685,3.4489261,10.34607933,-0.469278815,-1.811481638,-3.275969391,5.313213924,3.99952187,0.566797662,0.583734988,-3.934356279,7.058612208,
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,,,,,,,,,,,,,,,,,,4846826403,6959517034,9470534952,13136247860,12889181210,12136227365,13370884224,11778110939,11495080797,7173946215,7377188200,4398960561,5937917259,10820222267,11958496275,,,,,,,,,,,,,,47061301171,56905742206,68530948539,88270996908,54909367289,70520492798,85745907429,88322040808,82294218268,76603106217,46240279366,46649461500,51274334315,56031780163,49695788235,31713023860,46257175319,
